44	LOTE_31C1162A	VCD2519440	2025-06-05	93.209.765/0625-70	ATACADAO 625	AMERICANA	SP	AMERICANA	SP	3501608	16319.560000000001	1.6209235209235207	1144.3400000000001	SP	B	0	Aguardando Roteirização	2025-07-07	2025-07-08	AGENDA 08/07	MICHEL IZAC BARBOSA FERREIRA	\N	\N	\N	\N	\N	\N	\N	\N	136785	FATURADO	f	2025-06-11 00:35:03.044191	449	\N
57	LOTE_5FA6B8B2	VCD2519236	2025-05-29	08.142.803/0004-35	NOVA MIX	ANDORINHA CARGAS	SP	Guarulhos	SP	3518800	2340	0.08333333333333333	62.400000000000006	RED	SP	ENTREGAR NO REDESPACHO	MASTER - MÁRCIA	2025-06-18	\N	\N	BRUNO SOARES	\N	\N	\N	\N	\N	\N	\N	\N	136123	FATURADO	f	2025-06-12 13:51:57.516195	114	\N
37	LOTE_0149FE19	VCD2519502	2025-06-09	46.213.468/0001-65	MERCADINHO NIKKEY	SAO PAULO	SP	São Paulo	SP	3550308	2128.1999999999994	0.1486414900888585	129.276	SP	SP	0	Aguardando Roteirização	2025-06-13	\N	\N	JULIO APARECIDO VIEIRA DE AMORIN	\N	\N	\N	\N	\N	\N	\N	\N	136005	FATURADO	f	2025-06-11 00:35:02.843154	112	\N
38	LOTE_069DD417	VCD2519533	2025-06-09	11.996.870/0001-89	IRANI MAGGIORE ALIMENTOS SEM GLUTEN LTDA	RIBEIRAO PRETO	SP	RIBEIRAO PRETO	SP	3543402	1831.9099999999999	0.14285714285714285	99	SP	D	PGTO ANTECIPADO	Aguardando Roteirização	2025-06-14	\N	PAGO	G NOVAIS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	136168	FATURADO	f	2025-06-11 00:35:02.848515	51	\N
56	LOTE_70C0B930	VCD2519579	2025-06-11	11.330.623/0001-49	STAMPA	SAO JOSE DOS PINHAIS	PR	SAO JOSE DOS PINHAIS	PR	4125506	110717.28000000001	12	8257.679999999998	SUL	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-17	\N	\N	RICARDO TRUCK TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136140	FATURADO	f	2025-06-12 13:51:57.42968	88	\N
139	LOTE_C08932F3	VCD2519608	2025-06-12	19.785.216/0001-38	ATLANTA	RAPIDO RORAIMA LTDA	RO	Guarulhos	SP	3518800	5691.200000000001	0.6556207211752325	574.42	RED	SP	ENTREGA IMEDIATA	Aguardando Roteirização	2025-06-17	\N	\N	UMBERTO FERREIRA DE LIMA	\N	\N	\N	\N	\N	\N	\N	\N	136114	FATURADO	f	2025-06-13 13:59:25.476348	115	\N
727	LOTE_833B245F	VCD2520292	2025-07-04	03.018.319/0001-32	GENEROS ALIM	RAPIDO RORAIMA LTDA	RO	Guarulhos	SP	3518800	1703.0800000000002	0.5678571428571428	442.8	RED	SP	0	Aguardando Roteirização	2025-07-08	\N	\N	ELISANGELA DIAS FURLAN	\N	\N	\N	\N	\N	\N	\N	\N	136947	FATURADO	f	2025-07-07 13:53:52.229738	452	\N
5	LOTE_ACA34EA9	VCD2519371	2025-06-05	75.315.333/0183-18	ATACADAO 183	JACAREI	SP	JACAREI	SP	3524402	156196.88	16	10742.48	SP	C	0	Aguardando Roteirização	2025-06-11	2025-06-11	2505190044873.0	EDNALDO DA SILVA	\N	\N	\N	\N	\N	\N	\N	\N	135945	FATURADO	f	2025-06-11 00:35:02.019243	3	\N
54	LOTE_66299BDE	VCD2519578	2025-06-11	08.528.442/0001-17	NUTRICIONALE	SAO JOSE DO RIO PRETO	SP	SAO JOSE DO RIO PRETO	SP	\N	3361.7100000000005	0.3464285714285715	232.8	FOB	D	0	Aguardando Roteirização	2025-06-12	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	135970	FATURADO	f	2025-06-12 12:44:55.525485	\N	\N
34	LOTE_7264C28E	VCD2519523	2025-06-09	09.182.947/0012-98	MERCANTIL RODRIGUES	FEIRA DE SANTANA	BA	FEIRA DE SANTANA	BA	2910800	8233.619999999999	1.0538780663780662	591.6619999999999	BA	INT	AGENDRA ENTREGA	Aguardando Roteirização	2025-06-13	\N	\N	TRANSPORTES E MUDANCAS REIS ARAGAO LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136013	FATURADO	f	2025-06-11 00:35:02.829497	5	\N
16	LOTE_BC24567A	VCD2519527	2025-06-09	09.182.947/0015-30	MERCANTIL RODRIGUES	SALVADOR	BA	SALVADOR	BA	2927408	19591.679999999997	2.1412157287157285	1577.692	BA	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-13	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136033	FATURADO	f	2025-06-11 00:35:02.337399	4	\N
22	LOTE_936C7437	VCD2519526	2025-06-09	09.182.947/0016-11	MERCANTIL RODRIGUES	SALVADOR	BA	SALVADOR	BA	2927408	25078.019999999997	2.6527597402597403	2063.942	BA	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-13	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136035	FATURADO	f	2025-06-11 00:35:02.531366	4	\N
228	LOTE_DD646859	VCD2519856	2025-06-17	13.154.520/0001-09	FRIGORIFICO SAO MATH	SANTALUZ	BA	SANTALUZ	BA	2928000	5810.080000000001	0.7185714285714286	488.07000000000005	BA	INT	ENTREGA IMEDIATA	Aguardando Roteirização	2025-06-24	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136280	FATURADO	f	2025-06-18 15:20:00.564756	150	\N
226	LOTE_6C461D95	VCD2519462	2025-06-05	26.637.284/0001-15	MORAES COML	0	RJ	0	RJ	\N	3076.1099999999997	0.4196428571428571	258.49	FOB	0	PGTO ANTECIPADO	FOB	2025-06-18	\N	\N	FOB - COLETA	\N	\N	\N	\N	\N	\N	\N	\N	136211	FATURADO	f	2025-06-18 15:20:00.277692	144	\N
7	LOTE_87BE98BD	VCD2519516	2025-06-09	09.182.947/0010-26	MERCANTIL RODRIGUES	SALVADOR	BA	SALVADOR	BA	2927408	12910.68	1.2743506493506493	1098.58	BA	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-13	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136034	FATURADO	f	2025-06-11 00:35:02.03633	4	\N
222	LOTE_9C4670D1	VCD2519863	2025-06-17	06.057.223/0299-00	REDE ASSAI LJ 116	ARACAJU	SE	ARACAJU	SE	2800308	13114.32	1.2808766233766233	899.1	NE	CAP	0	Aguardando Roteirização	2025-06-24	\N	\N	DAGO TRANSPORTE E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136350	FATURADO	f	2025-06-18 15:19:58.972434	154	\N
47	LOTE_9971A8BA	VCD2519529	2025-06-09	07.570.682/0002-06	SOLMAR	DANIEL FERREIRA TRANSPORTES	CE	Guarulhos	SP	3518800	107452.84	11.672727272727272	8679.2	RED	0	ENVIO IMEDIATO	Aguardando Roteirização	2025-06-13	\N	\N	EDNALDO DA SILVA	\N	\N	\N	\N	\N	\N	\N	\N	135984	FATURADO	f	2025-06-11 15:34:40.125699	17	\N
35	LOTE_024D58BA	VCD2519550	2025-06-10	22.534.873/0001-17	DULLER	SAO PAULO	SP	São Paulo	SP	3550308	3159	0.2857142857142857	198	SP	SP	ENTREGAR 13/06	Aguardando Roteirização	2025-06-13	\N	\N	SERGIO APARECIDO SABINO BATISTA	\N	\N	\N	\N	\N	\N	\N	\N	136015	FATURADO	f	2025-06-11 00:35:02.834336	28	\N
8	LOTE_18B32F64	VCD2519524	2025-06-09	09.182.947/0009-92	MERCANTIL RODRIGUES	LAURO DE FREITAS	BA	LAURO DE FREITAS	BA	2919207	18305.1	1.8168650793650787	1469.1820000000002	BA	CAP	0	Aguardando Roteirização	2025-06-13	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136036	FATURADO	f	2025-06-11 00:35:02.083527	4	\N
9	LOTE_9AFD5591	VCD2519519	2025-06-09	09.182.947/0011-07	MERCANTIL RODRIGUES	SALVADOR	BA	SALVADOR	BA	2927408	15627.06	1.617694805194805	1294.66	BA	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-13	\N	\N	CAZAN TRANSPORTES LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136032	FATURADO	f	2025-06-11 00:35:02.110393	4	\N
36	LOTE_FC10C76D	VCD2519442	2025-06-05	93.209.765/0641-90	ATACADAO 641	RIBEIRAO PRETO	SP	RIBEIRAO PRETO	SP	3543402	20633.43	1.9336444805194803	1435.82	SP	D	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-14	2025-06-16	2506060049563.0	ADIELSON	\N	\N	\N	\N	\N	\N	\N	\N	136046	FATURADO	f	2025-06-11 00:35:02.839682	11	\N
220	LOTE_73E90773	VCD2519611	2025-06-12	33.072.597/0001-39	COCO BAMBU LONDRINA	LONDRINA	PR	LONDRINA	PR	4113700	3051.05	0.23506493506493506	165.7	SUL	CAP	0	Aguardando Roteirização	2025-06-24	\N	\N	DAGO TRANSPORTE E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136375	FATURADO	f	2025-06-18 15:19:58.5501	154	\N
268	LOTE_FD9D0488	VCD2519796	2025-06-16	06.057.223/0512-48	REDE ASSAI LJ 282	COTIA	SP	COTIA	SP	3513009	270.28	0.026785714285714284	18	SP	SP	0	FIORINO 10 - 2 ENTREGAS	2025-06-24	2025-06-25	1948169.0	EMERSON SANTOS PEREIRA	\N	\N	\N	\N	\N	\N	\N	\N	136428	FATURADO	f	2025-06-23 15:09:55.153436	225	\N
267	LOTE_11298FA5	VCD2519674	2025-06-13	06.057.223/0537-04	REDE ASSAI LJ 303	SOROCABA	SP	SOROCABA	SP	3552205	1413.49	0.15714285714285714	90.6	SP	A	0	Aguardando Roteirização	2025-06-26	2025-06-27	1948146.0	LUIZ GUSTAVO OLIVEIRA DA SILVA LINHARES	\N	\N	\N	\N	\N	\N	\N	\N	136501	FATURADO	f	2025-06-23 15:09:55.13905	248	\N
219	LOTE_47E84668	VCD2519846	2025-06-17	09.477.652/0005-10	FORT/COMPER	CAMPO GRANDE	MS	CAMPO GRANDE	MS	5002704	1334.88	0.13795918367346938	86.80000000000001	MS-MT	CAP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-24	\N	\N	ALEMAR TRANSPORTES E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136310	FATURADO	f	2025-06-18 15:19:58.516154	153	\N
269	LOTE_D527502E	VCD2519694	2025-06-13	06.057.223/0482-98	REDE ASSAI LJ 254	SAO PAULO	SP	São Paulo	SP	3550308	2899.78	0.37142857142857144	257.4	SP	SP	0	Aguardando Roteirização	2025-06-26	2025-06-27	1948179.0	JOAO VINICIUS SANTOS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	136498	FATURADO	f	2025-06-23 15:09:55.169078	255	\N
72	LOTE_3E242941	VCD2519419	2025-06-05	93.209.765/0664-87	ATACADAO 664	ITAPEVI	SP	ITAPEVI	SP	3522505	23937.680000000004	2.2233766233766232	1758.9199999999998	SP	SP	0	Aguardando Roteirização	2025-06-17	2025-06-18	2506060049822.0	VANDERLEI BUENO DE SOUZA	\N	\N	\N	\N	\N	\N	\N	\N	136152	FATURADO	f	2025-06-12 13:51:58.222917	97	\N
203	LOTE_5F7C6C6D	VCD2519748	2025-06-16	48.619.650/0001-46	PANIPAO DISTRIBUIDORA	EXPRESSO FERNANDES SILVA LOGISTICA LTDA	MG	Guarulhos	SP	3518800	2334.51	0.2571428571428571	178.20000000000002	RED	SP	0	Aguardando Roteirização	2025-06-18	\N	RED SÃO PAULO	WILLIAN ALMEIDA DOS SANTOS	\N	\N	\N	\N	\N	\N	\N	\N	136197	FATURADO	f	2025-06-17 13:47:37.163276	143	\N
196	LOTE_698C7B9D	VCD2519557	2025-06-10	15.666.943/0002-06	JF FOOD SERVICE	JARINU	SP	JARINU	SP	3525201	1895.1599999999999	0.34	148.62	SP	B	ENTREGAR DIA 26/06 AS 10H	Aguardando Roteirização	2025-06-20	\N	\N	JOAO VINICIUS SANTOS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	136209	FATURADO	f	2025-06-17 13:47:36.035674	135	\N
195	LOTE_742B13A3	VCD2519749	2025-06-16	08.528.442/0001-17	NUTRICIONALE	SAO JOSE DO RIO PRETO	SP	SAO JOSE DO RIO PRETO	SP	\N	1394.5	0.14285714285714285	99	FOB	D	0	Aguardando Roteirização	2025-06-18	2025-06-18	\N	FOB - COLETA	\N	\N	\N	\N	\N	\N	\N	\N	136159	FATURADO	f	2025-06-17 13:47:35.909819	127	\N
63	LOTE_1522E76E	VCD2519399	2025-06-05	93.209.765/0596-00	ATACADAO 946	PIRACICABA	SP	PIRACICABA	SP	3538709	28369.119999999995	2.7044237012987007	1961.3549999999998	SP	B	0	Aguardando Roteirização	2025-06-17	2025-06-18	2506060050847.0	ADIELSON	\N	\N	\N	\N	\N	\N	\N	\N	136156	FATURADO	f	2025-06-12 13:51:57.911806	103	\N
1338	LOTE_565C940B	VCD2520261	2025-07-04	06.057.223/0238-99	REDE ASSAI LJ 64	SAO PAULO	SP	São Paulo	SP	3550308	5111.990000000001	0.4726530612244898	320.4	SP	SP	AGENDAR ENTREGA	Aguardando Roteirização	2025-07-21	2025-07-22	2005485.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	ABERTO	f	2025-07-23 19:58:38.506184	\N	\N
501	LOTE_B3D6EB64	VCD2520008	2025-06-27	36.660.021/0001-80	CONTINENTE COMERCIAL	SAO JOSE	SC	SAO JOSE	SC	4216602	9817.59	1.5188775510204082	1085.1	SUL	CAP	0	Aguardando Roteirização	2025-06-30	\N	\N	DAGO TRANSPORTE E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136601	FATURADO	f	2025-06-27 12:55:35.503158	285	\N
202	LOTE_95CC30BD	VCD2519749	2025-06-16	08.528.442/0001-17	NUTRICIONALE	SAO JOSE DO RIO PRETO	SP	SAO JOSE DO RIO PRETO	SP	\N	5339.05	0.5428571428571428	376.20000000000005	FOB	D	0	Aguardando Roteirização	2025-06-18	\N	\N	FOB - COLETA	\N	\N	\N	\N	\N	\N	\N	\N	136159	FATURADO	f	2025-06-17 13:47:37.130635	128	\N
233	LOTE_D59B94FF	VCD2519350	2025-06-04	34.622.610/0001-49	KARU AMAZON FOOD	MANAUS	AM	MANAUS	AM	1302603	2121.67	0.2777777777777778	191.14999999999998	NO	CAP	0	VELOCARGAS	2025-06-24	\N	\N	SOLUCAO LOGISTICA COMERCIO E REPRESENTACOES	\N	\N	\N	\N	\N	\N	\N	\N	136339	FATURADO	f	2025-06-18 15:20:01.165173	156	\N
499	LOTE_A0496D80	VCD2519617	2025-06-13	27.665.906/0003-43	HABIBS	ITAPEVI	SP	ITAPEVI	SP	3522505	12037.96	1.3888888888888888	955.7499999999999	SP	SP	ENVIAR LAUDO E BOLETO JUNTO COM NF\nCLIENTE NÃO RECEBE SEM LAUDO\nRECEBIMENTO DAS 6H AS 15H	Aguardando Roteirização	2025-07-08	\N	\N	HUDSON CORREA SIMOES	\N	\N	\N	\N	\N	\N	\N	\N	136852	FATURADO	f	2025-06-27 12:55:35.262095	413	\N
59	LOTE_9BE425C9	VCD2518772	2025-05-21	67.838.458/0052-35	LA BELLA	SAO PAULO	SP	São Paulo	SP	3550308	2245.5000000000005	0.5928571428571429	460.04	SP	SP	Entregar junto com o PDD VCD2519348	Aguardando Roteirização	2025-06-16	\N	\N	CARLOS FREDERICO SILVA DO NASCIMENTO	\N	\N	\N	\N	\N	\N	\N	\N	136066	FATURADO	f	2025-06-12 13:51:57.610402	37	\N
