48	75.315.333/0130-06	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.026345
49	75.315.333/0131-97	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.108953
50	75.315.333/0132-78	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.115788
51	75.315.333/0133-59	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.12084
52	75.315.333/0134-30	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.212194
53	75.315.333/0135-10	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.216053
54	75.315.333/0136-00	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.222715
55	75.315.333/0137-82	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.22647
56	75.315.333/0138-63	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.229188
57	75.315.333/0139-44	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.231085
58	75.315.333/0014-23	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.23431
59	75.315.333/0140-88	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.23622
60	75.315.333/0141-69	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.238225
61	75.315.333/0142-40	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.240739
62	75.315.333/0143-20	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.242726
63	75.315.333/0144-01	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.308331
64	75.315.333/0145-92	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.31132
65	75.315.333/0146-73	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.314784
66	75.315.333/0147-54	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.317049
67	75.315.333/0148-35	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.319121
68	75.315.333/0149-16	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.321759
69	75.315.333/0150-50	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.323739
70	75.315.333/0151-30	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.325862
71	75.315.333/0152-11	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.327807
72	75.315.333/0153-00	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.329583
73	75.315.333/0154-83	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.331851
74	75.315.333/0155-64	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.333944
75	75.315.333/0156-45	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.335848
76	75.315.333/0157-26	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.337834
77	75.315.333/0158-07	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.339829
78	75.315.333/0159-98	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.341889
79	75.315.333/0016-95	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.344016
80	75.315.333/0160-21	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.345936
81	75.315.333/0161-02	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.349406
82	75.315.333/0162-93	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.351505
83	75.315.333/0163-74	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.356746
84	75.315.333/0164-55	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.358933
85	75.315.333/0166-17	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.361039
86	75.315.333/0167-06	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.362936
87	75.315.333/0168-89	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.409477
88	75.315.333/0017-76	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.41194
89	75.315.333/0170-01	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.414331
90	75.315.333/0171-84	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.416565
91	75.315.333/0172-65	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.418883
92	75.315.333/0173-46	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.421008
93	75.315.333/0174-27	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.423189
94	75.315.333/0175-08	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.425376
95	75.315.333/0176-99	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.427403
96	75.315.333/0177-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.429504
97	75.315.333/0178-50	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.431617
98	75.315.333/0179-31	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.433751
99	75.315.333/0018-57	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.435918
100	75.315.333/0180-75	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.438166
101	75.315.333/0181-56	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.440042
102	75.315.333/0182-37	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.44178
103	75.315.333/0183-18	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.443699
104	75.315.333/0184-07	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.445488
105	75.315.333/0186-60	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.447277
106	75.315.333/0187-41	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.449097
107	75.315.333/0189-03	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.451055
108	75.315.333/0190-47	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.452875
109	75.315.333/0193-90	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.509728
110	75.315.333/0194-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.512063
111	75.315.333/0195-51	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.514081
112	75.315.333/0196-32	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.516021
113	75.315.333/0198-02	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.518015
114	75.315.333/0199-85	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.51981
115	75.315.333/0002-90	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.521568
116	75.315.333/0020-71	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.52329
117	75.315.333/0200-53	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.525019
118	75.315.333/0201-34	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.526744
119	75.315.333/0202-15	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.528497
120	75.315.333/0203-04	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.530192
121	75.315.333/0204-87	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.531867
122	75.315.333/0205-68	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.533553
123	75.315.333/0207-20	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.535255
124	93.209.765/0552-80	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.537155
125	75.315.333/0208-00	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.538888
126	75.315.333/0209-91	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.540861
127	75.315.333/0021-52	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.542953
128	75.315.333/0210-25	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.545091
129	75.315.333/0211-06	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.5471
130	75.315.333/0212-97	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.549104
131	75.315.333/0213-78	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.551083
132	75.315.333/0214-59	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.552996
133	75.315.333/0215-30	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.554726
134	75.315.333/0216-10	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.55649
135	75.315.333/0217-00	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.558364
136	75.315.333/0218-82	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.560328
137	75.315.333/0219-63	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.56314
138	75.315.333/0022-33	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.565607
139	75.315.333/0220-05	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.567443
140	75.315.333/0221-88	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.609208
141	75.315.333/0222-69	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.611553
142	75.315.333/0223-40	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.613313
143	75.315.333/0224-20	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.615099
144	75.315.333/0226-92	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.616817
145	75.315.333/0227-73	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.61863
146	75.315.333/0228-54	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.620425
147	75.315.333/0229-35	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.622184
148	75.315.333/0023-14	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.624071
149	75.315.333/0230-79	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.625793
150	75.315.333/0232-30	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.627516
151	75.315.333/0234-00	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.629265
152	75.315.333/0235-83	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.631048
153	75.315.333/0236-64	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.632735
154	75.315.333/0237-45	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.634479
155	75.315.333/0238-26	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.636197
808	01.132.478/0034-04	\N	-	\N	2025-06-10 19:49:58.034594
156	75.315.333/0239-07	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.63804
157	75.315.333/0240-40	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.639835
158	75.315.333/0241-21	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.641823
159	75.315.333/0242-02	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.643482
160	75.315.333/0243-93	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.645166
161	75.315.333/0244-74	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.646836
162	75.315.333/0245-55	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.648613
163	75.315.333/0246-36	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.650361
164	75.315.333/0247-17	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.652024
165	75.315.333/0248-06	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.653698
166	75.315.333/0249-89	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.655378
167	75.315.333/0250-12	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.65708
168	75.315.333/0251-01	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.658771
169	75.315.333/0253-65	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.660492
170	75.315.333/0254-46	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.662483
171	75.315.333/0255-27	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.709366
172	75.315.333/0256-08	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.712343
173	75.315.333/0257-99	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.715079
174	75.315.333/0258-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.717041
175	75.315.333/0259-50	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.719252
176	75.315.333/0260-94	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.721022
177	75.315.333/0261-75	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.72274
178	75.315.333/0262-56	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.725263
179	75.315.333/0264-18	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.727038
180	75.315.333/0265-07	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.731278
181	75.315.333/0266-80	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.733075
182	75.315.333/0267-60	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.734775
183	75.315.333/0269-22	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.736473
184	75.315.333/0270-66	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.738733
185	75.315.333/0271-47	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.740494
186	75.315.333/0272-28	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.742266
187	75.315.333/0274-90	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.743959
188	75.315.333/0275-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.74575
189	75.315.333/0277-32	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.747455
190	75.315.333/0278-13	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.749137
191	75.315.333/0279-02	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.750947
192	75.315.333/0028-29	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.752819
193	75.315.333/0280-38	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.754629
194	75.315.333/0285-42	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.756462
195	75.315.333/0287-04	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.758223
196	75.315.333/0289-76	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.760047
197	75.315.333/0291-90	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.816613
198	75.315.333/0292-71	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.821311
199	75.315.333/0294-33	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.825958
200	75.315.333/0295-14	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.827695
201	75.315.333/0297-86	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.829567
202	75.315.333/0299-48	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.83122
203	75.315.333/0003-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.832898
204	75.315.333/0030-43	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.835166
205	75.315.333/0300-16	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.836849
206	75.315.333/0303-69	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.838921
207	75.315.333/0305-20	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.840969
208	75.315.333/0306-01	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.842746
209	75.315.333/0307-92	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.844672
210	75.315.333/0308-73	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.846539
211	75.315.333/0309-54	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.848284
212	75.315.333/0031-24	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.850042
213	75.315.333/0310-98	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.851945
214	75.315.333/0317-64	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.853628
215	75.315.333/0318-45	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.855324
216	75.315.333/0319-26	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.857159
217	75.315.333/0032-05	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.858879
218	75.315.333/0320-60	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.860624
219	75.315.333/0321-40	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.862952
220	75.315.333/0322-21	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.86523
221	75.315.333/0323-02	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.868468
222	75.315.333/0324-93	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.871434
223	75.315.333/0327-36	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.873953
224	75.315.333/0330-31	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.875796
225	75.315.333/0331-12	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.908831
226	75.315.333/0332-01	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.912058
227	75.315.333/0333-84	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.91389
228	75.315.333/0334-65	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.915812
229	75.315.333/0336-27	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.917606
230	75.315.333/0339-70	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.91931
809	01.132.478/0045-59	\N	-	\N	2025-06-10 19:49:58.036544
231	75.315.333/0341-94	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.921047
232	75.315.333/0343-56	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.922767
233	75.315.333/0344-37	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.924937
234	75.315.333/0345-18	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.92676
235	75.315.333/0346-07	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.928586
236	75.315.333/0347-80	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.930273
237	75.315.333/0348-60	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.93191
238	75.315.333/0035-58	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.933607
239	75.315.333/0350-85	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.935332
240	75.315.333/0352-47	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.936958
241	75.315.333/0353-28	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.93868
242	75.315.333/0358-32	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.940387
243	75.315.333/0359-13	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.942144
244	75.315.333/0039-81	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.944008
245	75.315.333/0004-51	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.945719
246	75.315.333/0042-87	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.947392
247	75.315.333/0043-68	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.949126
248	75.315.333/0304-40	PORTAL	https://atacadao.hodiebooking.com.br/	\N	2025-06-10 19:49:55.950953
