9593	VCD2520776	4310145	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4310145] AZEITONA VERDE INTEIRA - POUCH 30X100 G - CAMPO BELO	CAIXAS	POUCH 80 A 100 G	AZEITONA VERDE	CONSERVAS	2.000	2.000	0.000	66.60	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.843981	2025-07-24 23:55:30.843982	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9594	VCD2520776	4360156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4360156] AZEITONA VERDE SEM CAROCO - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	AZEITONA VERDE	CONSERVAS	1.000	1.000	0.000	168.48	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844158	2025-07-24 23:55:30.844159	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9595	VCD2520776	4520145	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4520145] COGUMELO INTEIRO - POUCH 30X100 G - CAMPO BELO	CAIXAS	POUCH 80 A 100 G	COGUMELO	CONSERVAS	2.000	2.000	0.000	148.50	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844284	2025-07-24 23:55:30.844285	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9596	VCD2520776	4080156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4080156] PEPINO - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	PEPINO	CONSERVAS	1.000	1.000	0.000	107.70	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844422	2025-07-24 23:55:30.844423	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9597	VCD2520775	4510161	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4510161] COGUMELO FATIADO - BD 6X1,01 KG - CAMPO BELO	CAIXAS	BD 1,01 KG	COGUMELO	CONSERVAS	3.000	3.000	0.000	171.00	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844536	2025-07-24 23:55:30.844537	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9598	VCD2520775	4030162	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4030162] PICLES - BD 6X2 KG - CAMPO BELO	CAIXAS	BD 2 KG	PICLES	CONSERVAS	2.000	2.000	0.000	160.80	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844668	2025-07-24 23:55:30.844669	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9599	VCD2520775	4320156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4320156] AZEITONA VERDE FATIADA - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	AZEITONA VERDE	CONSERVAS	2.000	2.000	0.000	158.64	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844776	2025-07-24 23:55:30.844776	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9600	VCD2520775	4310156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4310156] AZEITONA VERDE INTEIRA - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	AZEITONA VERDE	CONSERVAS	3.000	3.000	0.000	129.24	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.844887	2025-07-24 23:55:30.844888	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9601	VCD2520775	4310145	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4310145] AZEITONA VERDE INTEIRA - POUCH 30X100 G - CAMPO BELO	CAIXAS	POUCH 80 A 100 G	AZEITONA VERDE	CONSERVAS	2.000	2.000	0.000	66.60	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.845016	2025-07-24 23:55:30.845017	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9602	VCD2520775	4360156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0014-21	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 13	Guarujá	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4360156] AZEITONA VERDE SEM CAROCO - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	AZEITONA VERDE	CONSERVAS	3.000	3.000	0.000	168.48	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0014-21	REDE MERCADAO LJ 13	11441295	Guarujá	SP	ENSEADA	PC UM	S/N	+55 11 3791-1130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.845135	2025-07-24 23:55:30.845135	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
